document_id,set,question,answer1,answer2,question_tokenized,answer1_tokenized,answer2_tokenized
76a96d28a69c3aa9941e9b0496b5e8098ed712ce,train,What is the meaning of the name the locals use for the creature?,The devil man hunter,the devil man hunter,What is the meaning of the name the locals use for the creature ?,The devil man hunter,the devil man hunter
fdfbfabc1a72a0fb7f31ac7ad9e1ced05c838ef0,train,What is the name of Dennis Quaid's fake wife? ,Lori,Lori,What is the name of Dennis Quaid s fake wife ?,Lori,Lori
aa38d6df737e5d8893dc9749f5d5aaf1f93da2c6,train,Where is Linda living when she experiences freedom from racial prejudice?,England,England. ,Where is Linda living when she experiences freedom from racial prejudice ?,England,England .
1ae015eaa8cd3b66136578e947afc72ed338fe10,test,Who does Barin name leader of their armies?,Vultan,Vultan,Who does Barin name leader of their armies ?,Vultan,Vultan
0540453463a383489fdcdbb41ae4264e5ca866a2,train,What are the people who volunteer for the first interstellar flight called?,Bioconpensators.,Biocompensators,What are the people who volunteer for the first interstellar flight called ?,Bioconpensators .,Biocompensators
836e27b998d06b3404f328a7c3088a253c0cad9b,train,"When Chip meets Robins date in the bathroom, what does he do?",He beats him up and tells him to stay away from Robin,Beats him up and tells him to stay away from Robin,"When Chip meets Robins date in the bathroom , what does he do ?",He beats him up and tells him to stay away from Robin,Beats him up and tells him to stay away from Robin
ee6f2d470966fa272e00d6ad19d12a706545faff,test,"At the premiere, where does Hitchcock wait for the audience's reaction?",The lobby.,The projection booth.,"At the premiere , where does Hitchcock wait for the audience s reaction ?",The lobby .,The projection booth .
d56d2864cceb811c9b29e3aa547374ebf7b26be3,train,What made Ursula struggle to get what she wanted out of life?,Society with its established practices.,the confines of a materialistic and conformist society,What made Ursula struggle to get what she wanted out of life ?,Society with its established practices .,the confines of a materialistic and conformist society
4499cd7074278be578db6861f7862c3a846e1f5d,train,What do Tom's creditors plan on doing after getting Tom's death sentence overturned?,Sell Tom as a slave,they plan to get him back as a slave,What do Tom s creditors plan on doing after getting Tom s death sentence overturned ?,Sell Tom as a slave,they plan to get him back as a slave
6b1832c46e0b3566463444ec9209b8f1ed6c7ac6,valid,Who is the main character?,Nicky Rogan,Nicky Rogan,Who is the main character ?,Nicky Rogan,Nicky Rogan
265fa34cf1f2c6145cce7ee9402bb3af6d898624,train,Who does Andrew meet in the doctor's waiting room?,Sam,Sam,Who does Andrew meet in the doctor s waiting room ?,Sam,Sam
7caf2f44d1a9e5ff56df26563d3b96ae3d0200c6,valid,What Dictionary shows that these stories point out the social injustices of the time?,The Oxford Dictionary of National Biography,The Oxford Dictionary of National Biography,What Dictionary shows that these stories point out the social injustices of the time ?,The Oxford Dictionary of National Biography,The Oxford Dictionary of National Biography
f10fb9f842ca92278dcca67e5b8789e8f3dc9326,test,How is the Black Hawk different from the Red Cloud?,it is smaller and more maneuverable.,It is smaller and more maneuverable.,How is the Black Hawk different from the Red Cloud ?,it is smaller and more maneuverable .,It is smaller and more maneuverable .
7af13ef84d5f06eaef3272bc0c266b1fd5589b7e,train,What is the Rechtslehre an example of in political philosophy?,classical republicansim,The Doctrine of Right,What is the Rechtslehre an example of in political philosophy ?,classical republicansim,The Doctrine of Right
b7e29b2f50e6e7fccc027144f4b2c90563e09916,train,Who becomes the first follower of El Hassan?,Isobel,Isobel,Who becomes the first follower of El Hassan ?,Isobel,Isobel
39c5eed544ceeb78eb3202d040eb35361d96945f,valid,What does Valka tell her son to encourage him to continue to fight?,That he is the only one who can unite humans and dragons again.,That he alone can unite humans and dragons.,What does Valka tell her son to encourage him to continue to fight ?,That he is the only one who can unite humans and dragons again .,That he alone can unite humans and dragons .
8b9bb18676d9e322b4348f46fbf856107a645db3,train,What other play was influenced by Shakespeare's Antony Amber Cleopatra?,The False One,The False One,What other play was influenced by Shakespeare s Antony Amber Cleopatra ?,The False One,The False One
845186ccb0a481e73525e98cbef89279c2f5721e,valid,Who is Theodora's father courting? ,Mrs. McBride ,Mrs.McBride,Who is Theodora s father courting ?,Mrs. McBride,Mrs.McBride
18a67c48f4afdee5d95afd681e6e1787471b5f30,test,Who defeats the Aquilonian army?,Nemedia,Conan and the rival kingdom of Nemedia,Who defeats the Aquilonian army ?,Nemedia,Conan and the rival kingdom of Nemedia
7abce7387dae92c0d09c03d26bf6407237a8c7c6,train,What is Sam Albert videotaped doing?,Having an affair.,Having an affair.,What is Sam Albert videotaped doing ?,Having an affair .,Having an affair .
4db23116ec1059a6f94867461edf45596d20f8d2,train,How many sons and daughters does Gregory Hilliard Hartley have with his wife?,They have 0.,One son.,How many sons and daughters does Gregory Hilliard Hartley have with his wife ?,They have 0 .,One son .
b3a2d33cda85a84d90b6a4a9f88ab920e2c9643f,test,What was Cesar awarded?,The Legion of Honour,The Legion of Honour,What was Cesar awarded ?,The Legion of Honour,The Legion of Honour
12ec522e344ec19702bc8bc74d85b4e5adf2d229,valid,Who is Eliza's favorite?,Mary's brother,Her son,Who is Eliza s favorite ?,Mary s brother,Her son
fb663b1df2e632d1f5362f61e4236acab8fadaf4,train,Why was preacher Bryon in the mental hospital?,he liked starting fires ,pyromania,Why was preacher Bryon in the mental hospital ?,he liked starting fires,pyromania
403479540337f035a011f0ea84b4770e31e18207,test,How does Gruber find out that Mcclain is Holly's husband?,He sees a news report,Gruber sees a news report showing McClane's children and works it out ,How does Gruber find out that Mcclain is Holly s husband ?,He sees a news report,Gruber sees a news report showing McClane s children and works it out
953a454c146650e09d27fdb4dbe3cfdc6a9ca697,train,From where do Stuart and May get their news from?,From the tabloid Weekly World News,Weekly World News,From where do Stuart and May get their news from ?,From the tabloid Weekly World News,Weekly World News
33852b452ef4d43a9aa4afbeb543b6a3107e7209,train,Where does Ethan's search lead him?,To a military fort in New Mexico.,military fort,Where does Ethan s search lead him ?,To a military fort in New Mexico .,military fort
09c9afb4abbd6064c1f26c3632edbe6d92a34206,valid,How does Mathilde die?,She falls from the roof,Sabotaged rifle explodes in her face and she falls off roof.,How does Mathilde die ?,She falls from the roof,Sabotaged rifle explodes in her face and she falls off roof .
403479540337f035a011f0ea84b4770e31e18207,test,What do Gruber and the terrorists use terrorism as a distraction for?,Stealing $640 million in bearer bonds,Stealing the bearer bonds,What do Gruber and the terrorists use terrorism as a distraction for ?,Stealing $ 640 million in bearer bonds,Stealing the bearer bonds
f5fb9cfd351645796e1120173e323ea3b808c422,train,What does President Shepherd invite Sydney Ellen Wade to attend on their first date?,The President invites her to a state dinner in honor of the President of France.,State Dinner,What does President Shepherd invite Sydney Ellen Wade to attend on their first date ?,The President invites her to a state dinner in honor of the President of France .,State Dinner
98acf546189102f4d4fae1ff2bbef93018d6c4b1,train,Who led the group The Modernaires?,Dez Dickerson.,Dez Dickerson.,Who led the group The Modernaires ?,Dez Dickerson .,Dez Dickerson .
cee9ed60009c325382f35d5c81a5c22ab3cf9200,test,What does Reinhard try to reach in the lake?,A lillypad,A water lily.,What does Reinhard try to reach in the lake ?,A lillypad,A water lily .
05f1a40c41101a714a3ace0359d4a550d908742e,train,Who is Milton Rogers?,A former partner of Silas.,Silas Lapham's former business partner. ,Who is Milton Rogers ?,A former partner of Silas .,Silas Lapham s former business partner .
897c6dbe8ac017f03e773168f3172bca343731a2,train,Who is Valentine's security agent?,Avery,Avery.,Who is Valentine s security agent ?,Avery,Avery .
0c159ba273b7078c2fcd87edb32016c97e699b55,train,How was the midwife able to commandeer a bicycle from the schoolteacher?,She said she had evidence for the police given tot her by her son.,She says she has evidence to give to the police,How was the midwife able to commandeer a bicycle from the schoolteacher ?,She said she had evidence for the police given tot her by her son .,She says she has evidence to give to the police
db25c1e66223c9829dbec103c7e4b1820d240c08,train,Who performs the face transplant operation? ,Dr. Malcolm Walsh,Dr. walsh,Who performs the face transplant operation ?,Dr. Malcolm Walsh,Dr. walsh
5d98d6db87225fde51cea450d8712cb6073df2e7,train,When does Alis die?,While Cliges is in Britain asking for King Arthur's help,While Cliges is away to Arthur.,When does Alis die ?,While Cliges is in Britain asking for King Arthur s help,While Cliges is away to Arthur .
581e4f821d5275f6a6e9f4e5b64844d9fd92cd0b,train,What was Thaddee's reason for making up Malaga?,To preserve his friendship with Adam,"He is in love with Clementine but doesn't want to betray his friends, so he makes up Magala to discourage Clementine from taking an interest in him",What was Thaddee s reason for making up Malaga ?,To preserve his friendship with Adam,"He is in love with Clementine but does n't want to betray his friends , so he makes up Magala to discourage Clementine from taking an interest in him"
412fc8a0c1245cedcbb73ccdbd2295c77548d178,train,Where does Georgie ultimately decide to plant his rosebush?,On Robin's grave,Robin's grave,Where does Georgie ultimately decide to plant his rosebush ?,On Robin s grave,Robin s grave
cc8608ad66db28cabde4fb1b409aff6bce5f13de,train,Who is Adam's wife?,Clover.,Clover,Who is Adam s wife ?,Clover .,Clover
0ffdd0e4abb67f0012a68d719a2d509ee8ec643d,train,Who does Neil McCauley hire to help him and his crew rob $1.6 million in bearer bonds from an armored car?,Waingro,Waingro,Who does Neil McCauley hire to help him and his crew rob $ 1.6 million in bearer bonds from an armored car ?,Waingro,Waingro
6f1e8b48580a3f57556ea3fcb129bb0024cf1567,train,Who can Ralph marry to extricate himself?,Polly Neefit,Polly Neefit,Who can Ralph marry to extricate himself ?,Polly Neefit,Polly Neefit
b3a3aa9733be6502e3df5dcd1658f2d436635fa9,train,How old is Lady Harman when she meets Sir Isaac?,Seventeen,17,How old is Lady Harman when she meets Sir Isaac ?,Seventeen,17
3b6b922a63e41a2204549a4c9a457fd8baa25069,train,Where is Roy's driving range?,West Texas,west texas.,Where is Roy s driving range ?,West Texas,west texas .
43059307f3d694292ba9178da8fc3e1fe470531f,train,In what city does the story take place? ,Champion city,Champion City,In what city does the story take place ?,Champion city,Champion City
341bfd64f674b6410af0efd4fe9ab0c5c728d82d,test,Whose body does Death inhabit?,The man at the coffee shop.,A man who died in a car accident.,Whose body does Death inhabit ?,The man at the coffee shop .,A man who died in a car accident .
c5fbceeedd74bdb32ed744381e7edd65cfd17a8a,test,Who is commander of the army?,Tacitus.,Agricola,Who is commander of the army ?,Tacitus .,Agricola
36f289475bb4ac89b368e999a9e911affcd070bf,train,Who greets Claudius upon arrival in Hades?,The ghosts of friends Claudius has murdered.,Ghosts of the friends he has murdered,Who greets Claudius upon arrival in Hades ?,The ghosts of friends Claudius has murdered .,Ghosts of the friends he has murdered
1e04f3b20834b9f38a91ef92cbceb5c666896615,train,Why does Sunbird's commander refuse to communicate with them at first?,He is suspicious of their motives,She doesn't trust them,Why does Sunbird s commander refuse to communicate with them at first ?,He is suspicious of their motives,She does n't trust them
d984035756201895c1acd9233775031cc9c0a30c,train,Where does Stan go to figure out what it means to be a father?,The playground.,A playground,Where does Stan go to figure out what it means to be a father ?,The playground .,A playground
deae2c2c3964684550d73f691762da489f9782f7,train,Why did Diggler find it difficult to achieve erection?,Because of drug use.,Drug use,Why did Diggler find it difficult to achieve erection ?,Because of drug use .,Drug use
760ac32a76b6c6b360c4453cf79724f9fc86b9b2,test,"How many items are in the ""History of the Peloponnesian War"" collection?",8,8 books,How many items are in the History of the Peloponnesian War collection ?,8,8 books
